fid,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,latitude,longitude,VH_1,VV_1,VH_2,VV_2,VH_3,VV_3,VH_4,VV_4,VH_5,VV_5,BAND_11,BAND_12,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,NDVI,EVI,SATVI,DEM_ELEV,DEM_CS,DEM_LSF,DEM_SLOPE,DEM_TWI
"48","47442660.00","9",21,50,29,5.56,5.13,11.1,1,1,13.1,102.7,12.4,,"293",46.91,15.55,0.0339955314993858,0.140145286917686,0.0256668254733086,0.0971661582589149,0.0246040783822536,0.107782490551472,0.0240616239607334,0.119801759719849,0.0247991681098938,0.118202462792397,0.158184140920639,0.0667575895786285,0.02727354131639,0.0576458349823952,0.031322292983532,0.0729263350367546,0.32045641541481,0.427192091941833,0.414985418319702,0.439266949892044,-0.859638154506683,0.685912489891052,0.179922863841057,374.275970458984,1.57068848609924,37.2492752075195,89.9910354614258,0
"49","47442642.00","5",19,42,39,7,6.15,16.5,0,1.6,12.7,64.3,14.9,,"98",46.75,15.54,0.0277252439409494,0.162405073642731,0.021877471357584,0.0779644399881363,0.0189435407519341,0.0726745203137398,0.0177362915128469,0.0778093934059143,0.0166705809533596,0.0935559049248695,0.157387554645538,0.0713263377547264,0.0255397912114859,0.0477762520313263,0.0312995836138725,0.0709969028830528,0.262132197618484,0.335628420114517,0.281230837106705,0.35888546705246,-0.799702167510986,0.489109963178635,0.176483437418938,282.677032470703,1.57063972949982,37.6600494384766,89.9777450561523,0
"50","47402604.00","18",13,41,46,7.16,6.92,34.5,37,2.7,17.3,60.1,24.4,,"20722",46.41,15.45,0.0214767754077911,0.0599883869290352,0.0157615728676319,0.0379631407558918,0.0149825299158692,0.0365264192223549,0.0125475432723761,0.0397105067968369,0.0115153938531876,0.0484484806656837,0.167896211147308,0.0783405974507332,0.0226972922682762,0.0491141639649868,0.0317310430109501,0.0992643162608147,0.290740668773651,0.333369612693787,0.303231656551361,0.356287568807602,-0.810539841651917,0.512889206409454,0.187842160463333,687.885559082031,1.57075345516205,37.0353012084961,89.9972381591797,0
"51","47402590.00","15",27,55,18,6.4,5.97,26.3,3,2.9,12.1,183,18.1,,"20789",46.29,15.44,0.0250880140811205,0.0926950722932816,0.0210341867059469,0.0789308175444603,0.0199221502989531,0.0661108493804932,0.0186551492661238,0.0695457831025124,0.0218873452395201,0.0629427656531334,0.184725001454353,0.0786937475204468,0.0155958328396082,0.0361083336174488,0.0171583332121372,0.0711270868778229,0.293904185295105,0.392916649580002,0.376725018024445,0.423510402441025,-0.912876069545746,0.659655511379242,0.239493280649185,413.334442138672,1.5706901550293,37.1167182922363,89.9946441650391,0
"52","47402582.00","12",32,52,16,6.81,6.3,20,3,2.1,23.1,235.2,22.8,,"20782",46.21,15.43,0.0573641136288643,0.240156352519989,0.0478835552930832,0.173620656132698,0.0701054260134697,0.296832859516144,0.0524676032364368,0.302433580160141,0.0636070370674133,0.262332826852798,0.208205610513687,0.10973434895277,0.0406706258654594,0.0730306208133698,0.0557874999940395,0.129011109471321,0.339624345302582,0.398538827896118,0.397709995508194,0.433881193399429,-0.753967761993408,0.598853230476379,0.186302036046982,264.425659179688,1.57070636749268,37.3491058349609,89.988166809082,0
"53","47402564.00","42",35,56,9,7.35,7.13,98.9,251,6.1,0,105.2,49.7,many stones,"20778",46.05,15.41,0.125279888510704,2.01213622093201,0.0725145861506462,1.47470963001251,0.0424216799438,0.125886872410774,0.0177160650491714,0.0853889063000679,0.0636738613247871,0.15817166864872,0.200548931956291,0.0885723382234573,0.0187107101082802,0.0388037674129009,0.0235521737486124,0.0793638303875923,0.285480856895447,0.365040421485901,0.389114946126938,0.408070236444473,-0.885853886604309,0.657440781593323,0.244900330901146,573.252197265625,1.57077145576477,36.9674110412598,89.9992752075195,0
"54","47382664.00","11",16,36,48,5.33,4.94,16.8,3,1.8,47.2,213.8,3.8,,"294",46.95,15.48,0.0258731618523598,0.150914371013641,0.0231950897723436,0.146302565932274,0.0233508143573999,0.0952233225107193,0.0204505268484354,0.0970814749598503,0.0222921576350927,0.0899944603443146,0.153687506914139,0.0675458312034607,0.0224791653454304,0.0466708354651928,0.0257541667670012,0.0729833319783211,0.317702084779739,0.468341648578644,0.491433322429657,0.476887494325638,-0.900406837463379,0.788023412227631,0.183165907859802,318.984985351563,1.56953346729279,39.6633644104004,89.9256210327148,0
"55","47382634.00","20",16,28,56,6.03,5.6,41.4,1,3,0,186.9,15.5,,"93",46.68,15.45,0.0551228486001492,0.336696147918701,0.0458823516964912,0.218557983636856,0.0306401532143354,0.162612020969391,0.0261454991996288,0.128937110304832,0.0346079729497433,0.162435561418533,0.177257910370827,0.076733760535717,0.0169945824891329,0.0346999987959862,0.0188977085053921,0.0664168298244476,0.259724289178848,0.332340329885483,0.368620842695236,0.358654767274857,-0.902468085289001,0.645461082458496,0.226415053009987,398.320007324219,1.57072913646698,37.4977416992188,89.9778442382813,0
"56","47382614.00","40",23,37,40,4.08,3.61,163.9,1,8.6,25,190.2,20,many stones,"20720",46.5,15.43,0.0354014858603477,0.171474516391754,0.0320838093757629,0.149408012628555,0.0139534408226609,0.037687923759222,0.0127313723787665,0.0393982976675034,0.0206937696784735,0.0524301826953888,0.159484997391701,0.0794027298688889,0.0185474995523691,0.046764999628067,0.0327837504446507,0.0801838636398315,0.252634942531586,0.309957593679428,0.366270840167999,0.330806374549866,-0.835692882537842,0.585530579090118,0.17283670604229,1206.46228027344,1.57069432735443,37.0247650146484,89.9975280761719,0
"57","47362636.00","4",22,48,31,6.28,5.48,30.2,14,1.3,0,82.8,9.8,,"94",46.7,15.43,0.0198742300271988,0.0482336916029453,0.0128619447350502,0.0398452989757061,0.0117682656273246,0.04471280798316,0.0110387615859509,0.0408116094768047,0.01414261944592,0.0541784800589085,0.225210100412369,0.149705991148949,0.0619347915053368,0.0838131234049797,0.0802387520670891,0.134517624974251,0.247853368520737,0.271725594997406,0.229400843381882,0.301004111766815,-0.481728076934814,0.299204468727112,0.147248923778534,513.788269042969,1.57071161270142,37.0916786193848,89.9953155517578,0
"58","47362556.00","16",30,61,9,4.77,3.95,43.4,1,2.6,0,163.6,10.3,,"20772",45.98,15.35,0.0431015267968178,0.184351921081543,0.0405267216265202,0.2348542958498,0.0549028106033802,0.220486238598824,0.0419395714998245,0.239670306444168,0.0517995953559875,0.238445818424225,0.167930528521538,0.0736982375383377,0.0169879645109177,0.0348671786487103,0.0169538706541061,0.0668194070458412,0.271102070808411,0.3453688621521,0.38719767332077,0.378028512001038,-0.916101396083832,0.679839849472046,0.217988669872284,419.746032714844,1.57060241699219,37.1441535949707,89.9959106445313,0
"59","47342620.00","39",19,29,52,4.68,4.16,71.7,1,4,51.3,181.6,14.5,,"20721",46.56,15.39,0.0840699821710587,0.322796225547791,0.071414016187191,0.271186679601669,0.0422320142388344,0.215103954076767,0.0369192734360695,0.143881946802139,0.0375563316047192,0.114742644131184,0.133781149983406,0.0585008561611176,0.0147087508812547,0.0365860424935818,0.0175052080303431,0.0515626072883606,0.234115242958069,0.305411815643311,0.385164171457291,0.321972012519836,-0.913054168224335,0.666106879711151,0.172742664813995,692.804382324219,1.570716381073,37.0034103393555,89.9981079101563,0
"60","47342596.00","53",19,20,61,7.41,7.07,133.2,490,9.5,10.6,83.6,45.1,many stones,"20736",46.34,15.36,0.0265362784266472,0.10401526093483,0.0286387521773577,0.106701552867889,0.0289885625243187,0.109591647982597,0.0236003510653973,0.0830874368548393,0.0331341549754143,0.114772200584412,0.180911213159561,0.0870225951075554,0.0160124991089106,0.045499999076128,0.0238083340227604,0.0863233432173729,0.274916708469391,0.320404231548309,0.352333337068558,0.354405343532562,-0.873407602310181,0.597279250621796,0.217301070690155,805.561462402344,1.57075166702271,36.9741821289063,89.9990005493164,0
"61","47322640.00","23",30,51,19,6.56,6.18,25.3,1,2.4,0,120.3,26.3,,"104",46.74,15.38,0.0195450466126204,0.0858215838670731,0.0354292206466198,0.0888958945870399,0.0481856428086758,0.171631664037704,0.0376598909497261,0.155158162117004,0.0324389860033989,0.181261733174324,0.143241986632347,0.0656083300709724,0.0213958323001862,0.0418500006198883,0.0218374989926815,0.0645394250750542,0.230766877532005,0.273837327957153,0.337374985218048,0.298784077167511,-0.878414571285248,0.603123247623444,0.175601333379745,375.054748535156,1.57063126564026,37.2227745056152,89.9917678833008,0
"62","47302662.00","7",20,49,31,5.91,5.44,16.8,0,1.5,44.1,140.7,12.7,,"295",46.94,15.37,0.0555271729826927,0.302728354930878,0.0541035309433937,0.224034637212753,0.0484433621168137,0.209480077028275,0.0458587259054184,0.227410942316055,0.0466269329190254,0.183736577630043,0.153775006532669,0.0874708369374275,0.0505535379052162,0.0759750008583069,0.0615427047014236,0.0984875038266182,0.235866665840149,0.267608314752579,0.373273342847824,0.281820833683014,-0.716925323009491,0.571614444255829,0.108047612011433,319.926727294922,1.5689868927002,43.7191886901855,89.712516784668,-21.0948104858398
"63","47302630.00","37",22,38,39,4.74,4.1,62.7,6,3.6,23.6,79.1,9.5,,"20788",46.65,15.34,0.0138847744092345,0.037818219512701,0.0139451771974564,0.0421478785574436,0.0273757670074701,0.0953855812549591,0.0227385144680738,0.087139904499054,0.0235150158405304,0.0923676192760468,0.0689062476158142,0.0317291654646397,0.0103091662749648,0.0227341670542955,0.0136437499895692,0.0344770811498165,0.105112500488758,0.128068760037422,0.153459995985031,0.13702917098999,-0.836703240871429,0.301847577095032,0.0862323120236397,774.617431640625,1.57066333293915,37.0674171447754,89.996955871582,0
"64","47302554.00","32",28,64,7,4.6,3.98,18.9,1,1.3,0,105.7,11.2,,"20784",45.97,15.28,0.043265912681818,0.137742102146149,0.0326492674648762,0.125428974628448,0.0329936519265175,0.103479370474815,0.0241438336670399,0.0826627537608147,0.0271196961402893,0.0908069089055061,0.245570406317711,0.127410843968391,0.0388725325465202,0.0741553008556366,0.059437595307827,0.126060664653778,0.340922772884369,0.398619502782822,0.387179642915726,0.430930346250534,-0.733832061290741,0.564192652702332,0.221553847193718,477.945556640625,1.57074868679047,37.0080070495605,89.9980621337891,0
"65","47302522.00","1",30,66,4,5.69,4.55,20.1,2,1.6,0,56.4,8.7,,"20680",45.68,15.25,0.0765604451298714,0.349906831979752,0.0716771930456161,0.269795536994934,0.0708222538232803,0.290913611650467,0.0518864803016186,0.208426013588905,0.0702896416187286,0.223151311278343,0.131093621253967,0.0559893622994423,0.0186391305178404,0.0340434797108173,0.0171347819268703,0.0552127659320831,0.22405107319355,0.285897850990295,0.334182620048523,0.316280871629715,-0.902454137802124,0.611024439334869,0.170500382781029,311.915710449219,1.57057321071625,37.2077674865723,89.9926223754883,0
"66","47282676.00","5",24,55,21,4.33,3.56,18.2,0,1.2,0,55.4,9.9,,"297",47.07,15.36,0.0137797454372048,0.0408352017402649,0.012312164530158,0.0379178635776043,0.0253059230744839,0.0876601710915565,0.0221272706985474,0.0938106924295425,0.0291190799325705,0.0936853662133217,0.297721296548843,0.150082424283028,0.0356499999761581,0.0726500004529953,0.0551999993622303,0.134637698531151,0.323860049247742,0.391506433486938,0.415399998426437,0.433789938688278,-0.765405893325806,0.608764708042145,0.283473789691925,453.359985351563,1.57070398330688,37.1632308959961,89.9942092895508,0
"67","47282530.00","14",29,63,8,5.3,4.22,55.6,1,3.9,14.8,126.3,11.4,,"20679",45.75,15.23,0.032245397567749,0.132401749491692,0.0352476350963116,0.136719331145287,0.0278181340545416,0.109781958162785,0.0269596595317125,0.0934444293379784,0.0369372293353081,0.144494816660881,0.177077487111092,0.0734306201338768,0.017427783459425,0.0396820791065693,0.0178020671010017,0.0736232474446297,0.276300400495529,0.353442698717117,0.352424055337906,0.371577262878418,-0.903831362724304,0.629685580730438,0.229881301522255,345.605926513672,1.57075345516205,37.0074653625488,89.9981918334961,0
"68","47262562.00","40",20,41,40,5.99,5.48,48.4,1,4.2,39.3,50.2,17.7,many stones,"20779",46.04,15.23,0.0111992219462991,0.0267011914402246,0.00687831221148372,0.0116636995226145,0.00519787753000855,0.00996470358222723,0.00587485311552882,0.0110718561336398,0.00684361532330513,0.0101778153330088,0.0528531894087791,0.0316787213087082,0.0340421535074711,0.0520079024136066,0.0278541352599859,0.0428595766425133,0.0484553165733814,0.0573914870619774,0.0233204141259193,0.0592276602983475,0.0885932818055153,-0.0121205756440759,0.0304248835891485,183.210998535156,1.5702977180481,44.1962089538574,89.9262161254883,0
"69","47242638.00","11",20,45,35,4.33,3.86,44.5,0,2.1,0,146.6,9.1,,"97",46.73,15.27,0.0548983551561832,0.225487247109413,0.0497442111372948,0.195795223116875,0.0325256027281284,0.119226068258286,0.0283773373812437,0.106611348688602,0.0375718474388123,0.150208026170731,0.131981253623962,0.0608562529087067,0.0181124992668629,0.0341166667640209,0.0205416660755873,0.0508833304047585,0.191377088427544,0.258870840072632,0.317716687917709,0.279747903347015,-0.878544509410858,0.569247186183929,0.162955597043037,394.961273193359,1.57067942619324,37.2540893554688,89.9921493530273,0
"70","47222564.00","33",23,45,32,6.26,5.05,31.9,3,3.3,0,155.6,12.2,,"20774",46.06,15.18,0.0658187121152878,0.22471185028553,0.0459732785820961,0.218592941761017,0.0468444414436817,0.209867730736732,0.0428947694599628,0.191050589084625,0.0503104850649834,0.211206004023552,0.21721276640892,0.11467158049345,0.0367400012910366,0.0698358342051506,0.0479314588010311,0.110439211130142,0.318198263645172,0.386089265346527,0.412816673517227,0.41475373506546,-0.791940748691559,0.640214443206787,0.210272133350372,291.338806152344,1.57074689865112,37.0390815734863,89.9971237182617,0
"71","47222554.00","47",31,52,17,7.35,7.11,27.6,29,2.8,22.1,219.5,30,many stones,"20785",45.97,15.17,0.023280706256628,0.0809476375579834,0.0239142403006554,0.0923027917742729,0.0196678545325994,0.0921890512108803,0.0215053129941225,0.08470069617033,0.0191092938184738,0.0948390811681747,0.168981105089188,0.0771649703383446,0.0192767232656479,0.0360756665468216,0.0187642630189657,0.0680296272039413,0.250032961368561,0.316215604543686,0.328796058893204,0.344692051410675,-0.892022967338562,0.597683370113373,0.214362040162086,258.8173828125,1.57073509693146,37.0709228515625,89.9959945678711,0
"72","47222546.00","2",23,71,6,5.4,4.17,17.6,3,0.9,0,55.5,11.5,,"20696",45.9,15.17,0.0500928834080696,0.133338823914528,0.0315804928541183,0.115153037011623,0.0247434321790934,0.109542824327946,0.0221787169575691,0.0854616016149521,0.0256107356399298,0.081128865480423,0.145203948020935,0.0685160309076309,0.0168701484799385,0.0327986739575863,0.0184255558997393,0.0674463361501694,0.214085876941681,0.272800892591476,0.298127353191376,0.299581527709961,-0.883586227893829,0.545374572277069,0.183643624186516,362.488159179688,1.5707174539566,37.0755081176758,89.9963836669922,0
"73","47222518.00","2",33,63,5,6.35,5.32,28.6,1,2.4,0,103,15.8,,"20682",45.65,15.14,0.0535191632807255,0.264828652143478,0.0497716143727303,0.233539223670959,0.0520192869007587,0.25234979391098,0.0393747799098492,0.197687327861786,0.0606074817478657,0.239067435264587,0.189587235450745,0.0805978700518608,0.0168739128857851,0.0392260886728764,0.018943477421999,0.071242555975914,0.322753190994263,0.421882957220078,0.447286933660507,0.448538303375244,-0.918737709522247,0.746558487415314,0.242099776864052,538.780944824219,1.57073545455933,37.0498809814453,89.9967422485352,0
"74","47202670.00","29",24,32,45,5.84,5.46,21.8,1,2.3,0,1019,14.3,,"298",47.02,15.25,0.0490446984767914,0.146084651350975,0.0484692491590977,0.167455703020096,0.0553167760372162,0.20964440703392,0.0354691818356514,0.159786745905876,0.0480001084506512,0.197393506765366,0.0872873067855835,0.040392093360424,0.0183000005781651,0.0318999998271465,0.0210999995470047,0.0495500974357128,0.157826662063599,0.193382918834686,0.235599994659424,0.207089066505432,-0.83560574054718,0.437772959470749,0.0992338806390762,413.880004882813,1.57058370113373,37.1011047363281,89.9957580566406,0
"75","47202620.00","22",17,42,41,4.83,3.98,45,2,3,12.9,100.6,12.4,,"20776",46.57,15.2,0.0368115678429604,0.191273674368858,0.0339633263647556,0.141620576381683,0.012885726056993,0.0456718280911446,0.0124879144132137,0.0352611988782883,0.0113629167899489,0.0287752840667963,0.0777865350246429,0.0351631417870522,0.011782499961555,0.0252433344721794,0.0147597920149565,0.038635578006506,0.136008441448212,0.157100215554237,0.186164572834969,0.180399954319,-0.853081107139587,0.361200571060181,0.0977943018078804,561.702880859375,1.57075011730194,37.0763168334961,89.9961929321289,0
"76","47182586.00","26",33,49,18,5.61,5.36,26.7,1,2.8,37.3,253.4,13.5,,"20783",46.26,15.15,0.0573834627866745,0.65962427854538,0.0314518623054028,0.218199074268341,0.0427083186805248,0.32673567533493,0.0365996845066547,0.357182443141937,0.0435880608856678,0.312761902809143,0.227877080440521,0.168993756175041,0.0541583336889744,0.0839625000953674,0.0981291681528091,0.124545834958553,0.201918751001358,0.230177089571953,0.232950001955032,0.241352081298828,-0.407216310501099,0.238108903169632,0.111200407147408,263.826354980469,1.56883466243744,41.041374206543,89.8113021850586,-22.7359924316406
"77","47162666.00","13",21,40,38,4.83,4.5,37.5,2,3.2,18.9,64.3,6.4,,"299",46.98,15.19,0.098890520632267,0.342688679695129,0.1016795784235,0.360677003860474,0.0600793063640594,0.322111487388611,0.0550946220755577,0.267085552215576,0.0599859431385994,0.253398835659027,0.112598143517971,0.0456055663526058,0.0134519683197141,0.0319086611270905,0.0166795291006565,0.0511491224169731,0.231838971376419,0.303937673568726,0.324096858501434,0.314366400241852,-0.902108669281006,0.580784738063812,0.147073268890381,590.344909667969,1.57073950767517,37.0077362060547,89.9982376098633,0
"78","47162650.00","25",13,30,57,4.77,4.34,34,0,3,14,49.4,7.8,,"53",46.84,15.18,0.0306724086403847,0.144265919923782,0.0365723520517349,0.107426628470421,0.0339534766972065,0.139797225594521,0.0331191308796406,0.119948551058769,0.0308267939835787,0.118871279060841,0.13703541457653,0.0605041645467281,0.0134458336979151,0.0307833328843117,0.0173916667699814,0.0662770792841911,0.260622918605804,0.325987488031387,0.295924991369247,0.355643749237061,-0.888983428478241,0.53587543964386,0.17702604830265,763.302307128906,1.57069432735443,37.0539283752441,89.9967422485352,0
"79","47142646.00","12",7,45,48,4,3.51,91.1,2,5.3,20.6,87.9,7.2,,"100",46.8,15.15,0.0224199071526527,0.0846220701932907,0.0167442802339792,0.0555962510406971,0.03725491091609,0.15510581433773,0.0324172303080559,0.139740914106369,0.0318685285747051,0.147554337978363,0.182848617434502,0.0831213667988777,0.0193331241607666,0.0549368746578693,0.0204660408198833,0.100741237401962,0.366242289543152,0.449014872312546,0.474343329668045,0.463189572095871,-0.917277097702026,0.781393229961395,0.228331446647644,853.817016601563,1.57074427604675,37.0350303649902,89.997184753418,0
"80","47142600.00","1",21,43,36,7.08,6.47,18,2,2,0,62.9,15,,"20706",46.39,15.11,0.0245111212134361,0.0966835394501686,0.0237711239606142,0.105792216956615,0.0253373868763447,0.0976003035902977,0.0229776222258806,0.0923528671264648,0.0223189126700163,0.0859858393669128,0.189992353320122,0.102677419781685,0.0165526047348976,0.0432895831763744,0.0304229166358709,0.094205804169178,0.262998580932617,0.312364965677261,0.319502085447311,0.336863338947296,-0.826117515563965,0.524494171142578,0.21016152203083,484.155609130859,1.57066488265991,37.0466423034668,89.9972229003906,0
"81","47142568.00","21",24,58,18,7.15,6.99,87.1,67,6,0,95.3,58.5,,"20781",46.1,15.08,0.018540371209383,0.108590349555016,0.0191731359809637,0.0798479840159416,0.0180277209728956,0.0683552473783493,0.0157229732722044,0.0615227818489075,0.0185404065996408,0.0678965374827385,0.171247914433479,0.0786895826458931,0.00681848963722587,0.0333199240267277,0.015502474270761,0.0897874981164932,0.322304159402847,0.373222917318344,0.294098168611526,0.411012500524521,-0.899855017662048,0.521334290504456,0.223129004240036,881.517822265625,1.57076013088226,36.9823036193848,89.9988861083984,0
"82","47142532.00","1",29,64,7,6.13,5.29,33.6,1,2.2,0,97.1,17.5,,"20698",45.78,15.05,0.055314339697361,0.30010861158371,0.0567946955561638,0.235575810074806,0.0546322055160999,0.239638358354568,0.05040068551898,0.192878872156143,0.139280736446381,0.236817136406898,0.182629525661469,0.0790087357163429,0.0124478256329894,0.0368000008165836,0.0190608687698841,0.064289316534996,0.292449682950974,0.38317546248436,0.395539134740829,0.413175731897354,-0.908051788806915,0.664430141448975,0.232726573944092,520.018920898438,1.5707403421402,36.997730255127,89.9984436035156,0
"83","47122590.00","33",26,59,15,7.52,7.04,25.5,56,1.8,0,140.5,27.9,,"20773",46.3,15.07,0.055745679885149,0.261433064937592,0.050071831792593,0.221868291497231,0.0236900690943003,0.130985602736473,0.0219863839447498,0.0995686203241348,0.0148754278197885,0.1142523214221,0.205402076244354,0.0965020805597305,0.0275997407734394,0.0648373663425446,0.0358101539313793,0.115366667509079,0.292358338832855,0.351485401391983,0.343579679727554,0.38251668214798,-0.81122237443924,0.569335222244263,0.225017175078392,321.7763671875,1.57067334651947,37.1253318786621,89.9951477050781,0
"84","47102574.00","15",39,46,15,7.36,6.96,67.9,67,5.4,11.5,117.3,37.4,,"20793",46.16,15.03,0.118303768336773,0.547194361686707,0.0970291569828987,0.388366341590881,0.118601270020008,0.492837995290756,0.0743298456072807,0.372596174478531,0.0852986201643944,0.316224753856659,0.16958124935627,0.0737166702747345,0.0140752606093884,0.0376940108835697,0.0185885429382324,0.0714187547564507,0.298875004053116,0.385654181241989,0.371325522661209,0.407314598560333,-0.904653131961823,0.640272557735443,0.217301815748215,471.631408691406,1.57076108455658,37.052848815918,89.9970397949219,0
"85","47082598.00","21",16,41,43,4.04,3.78,27.1,1,1.9,0,183.2,15.4,,"20775",46.38,15.03,0.0177064277231693,0.0782930701971054,0.0209710132330656,0.0907095223665237,0.0218672286719084,0.091464102268219,0.020594384521246,0.0822126045823097,0.018635805696249,0.0889132544398308,0.108294025063515,0.0478619933128357,0.00986406300216913,0.0221864599734545,0.0129028642550111,0.046155571937561,0.174429222941399,0.222182258963585,0.25322237610817,0.239113792777061,-0.903031647205353,0.478092104196548,0.146228522062302,405.510040283203,1.57074737548828,36.9768905639648,89.9989318847656,0
"86","47082562.00","27",44,35,22,6.84,6.67,145.4,227,7.7,0,84.3,56.8,,"20792",46.05,15,0.0333769433200359,0.114644378423691,0.0367573276162148,0.142295002937317,0.0458817929029465,0.215113028883934,0.0384697504341602,0.192663297057152,0.0683581531047821,0.250819772481918,0.200785428285599,0.0897133573889732,0.020604120567441,0.0581684224307537,0.0285418760031462,0.109346807003021,0.347845315933228,0.404705196619034,0.4312604367733,0.438166439533234,-0.875851511955261,0.695310592651367,0.235367387533188,773.515563964844,1.57068502902985,37.0585174560547,89.9969711303711,0
"87","47082516.00","2",27,67,6,5.96,5.23,45.8,2,3.2,0,100.7,21.4,,"20693",45.64,14.96,0.0494627021253109,0.28925234079361,0.0423190072178841,0.196542456746101,0.0453262142837048,0.928710222244263,0.0434936955571175,0.185617566108704,0.0617575645446777,0.216996282339096,0.202808514237404,0.0842703059315681,0.0112148737534881,0.0320050343871117,0.0151441656053066,0.0747607126832008,0.3256756067276,0.421820014715195,0.411236584186554,0.458376616239548,-0.928964138031006,0.698334276676178,0.266028463840485,709.976257324219,1.57060360908508,37.0790138244629,89.9963226318359,0
"88","47022596.00","30",41,50,10,5.6,5.25,46.7,1,5.1,0,147.1,24.8,,"20777",46.36,14.95,0.0610106773674488,0.235406309366226,0.0474631488323212,0.286034852266312,0.0276885777711868,0.133302837610245,0.0218161456286907,0.119097232818604,0.0279137715697289,0.156312644481659,0.177149087190628,0.093053437769413,0.0276305973529816,0.0574406236410141,0.0401897132396698,0.0990191474556923,0.274193733930588,0.327428370714188,0.334253370761871,0.345742762088776,-0.785336077213287,0.537333309650421,0.178487673401833,434.096069335938,1.57074439525604,37.3738632202148,89.9890213012695,0
"89","46982534.00","1",24,69,6,7.18,6.51,20.3,5,1.9,0,57.9,15.1,,"20686",45.81,14.85,0.0247598681598902,0.137467682361603,0.0202728472650051,0.079305537045002,0.0242395512759686,0.120882503688335,0.0212168321013451,0.0985743477940559,0.0232806801795959,0.0934196040034294,0.243933230638504,0.124341517686844,0.0224304348230362,0.0567798614501953,0.0327340960502625,0.118115618824959,0.308367997407913,0.371396422386169,0.403230220079422,0.392299085855484,-0.849831283092499,0.647084057331085,0.268689334392548,387.478698730469,1.57065796852112,37.0693054199219,89.996337890625,0
"90","46982524.00","3",20,76,4,6.52,5.81,32.3,3,2.6,0,92.9,19.4,,"20685",45.72,14.84,0.0966837033629417,0.616932451725006,0.0768544971942902,0.414096593856812,0.0821686387062073,0.479734361171722,0.0755467861890793,0.946738481521606,0.0916241258382797,0.39421871304512,0.192056864500046,0.0800371170043945,0.0113128144294024,0.0305091515183449,0.0157331805676222,0.06699388474226,0.306093901395798,0.407365649938583,0.428895205259323,0.437205225229263,-0.929229974746704,0.718069016933441,0.251958817243576,756.255676269531,1.57071149349213,36.994213104248,89.9985198974609,0
"91","46962618.00","33",19,44,37,4.19,3.68,33.3,1,2,15.2,90.9,9.8,,"20703",46.56,14.89,0.0156437754631042,0.0587166771292686,0.0131089417263865,0.0462346374988556,0.0185612253844738,0.0902415215969086,0.0199415553361177,0.0814984068274498,0.0172262340784073,0.0646821558475494,0.204014584422112,0.0958833321928978,0.0261942725628614,0.0604062490165234,0.0359863266348839,0.105195835232735,0.322393745183945,0.382187515497208,0.358511179685593,0.400745838880539,-0.817558646202087,0.58514404296875,0.223071455955505,534.023254394531,1.57072675228119,37.0523109436035,89.996711730957,0
"92","46962604.00","26",13,31,56,5.35,4.76,82,3,6.7,14.3,110.2,11.7,,"20769",46.44,14.88,0.0242333672940731,0.0894686952233315,0.0210006013512611,0.103834472596645,0.0249517671763897,0.102752856910229,0.0318672321736813,0.122900277376175,0.0250645130872726,0.0908245518803596,0.0845722407102585,0.0389216206967831,0.00578333344310522,0.0260246079415083,0.0129164066165686,0.0481655411422253,0.164369985461235,0.210955858230591,0.232529431581497,0.226478219032288,-0.894751489162445,0.433451473712921,0.111120648682117,902.723327636719,1.57074129581451,36.9825744628906,89.9986953735352,0
"93","46942572.00","29",44,33,24,7.34,7.09,73.9,248,5.1,0,107.1,33.3,,"20753",46.15,14.83,0.0294560939073563,0.129635363817215,0.0356770679354668,0.155812337994576,0.0280216261744499,0.118427306413651,0.0202696546912193,0.0813886672258377,0.0210448391735554,0.0849807560443878,0.165468752384186,0.0716750025749207,0.0115812504664063,0.0332537740468979,0.0141682298853993,0.0684541687369347,0.291727095842361,0.371318757534027,0.358650267124176,0.398343741893768,-0.923993945121765,0.63473242521286,0.220682978630066,634.94580078125,1.57069277763367,37.0620231628418,89.9966888427734,0
"94","46942540.00","2",28,67,5,6.3,5.28,23.2,5,1.7,0,62.9,11.9,,"20687",45.86,14.8,0.0316881649196148,0.184827625751495,0.0384260900318623,0.166296645998955,0.0424444898962975,0.19668348133564,0.0405055843293667,0.169712111353874,0.0416733175516129,0.171763479709625,0.153116524219513,0.0634181946516037,0.0113386726006866,0.0270148739218712,0.0149027463048697,0.0550076514482498,0.244070947170258,0.321082234382629,0.328828364610672,0.344146281480789,-0.913288354873657,0.588667273521423,0.20495443046093,452.758453369141,1.57074439525604,37.0250358581543,89.9977645874023,0
